rev1,-3.8111927s
rev2,-3.665678s
rev2,-3.6985884s
rev3,-3.3893981s
rev3,-3.6027523s
rev4,-3.5693785s
rev4,-243.4244ms
rev4,-307.7859ms
rev4,-257.7208ms
rev3,-345.2936ms
rev2,-360.5688ms
rev1,-350.9781ms
rev1,-281.668ms
rev4,-378.4477ms
rev4,-310.4644ms
rev5,-264.7247ms
rev5,-308.1493ms
rev5,-3.5607133s
rev5,-3.5274676s
rev5,-356.7078ms
rev5,-3.5220588s
rev5,-3.5378886s
rev1,-5m37.2256341s
rev2,-4m52.2587676s
rev3,-2m58.0128021s
rev4,-2m29.3054529s
rev5,-2m25.5224513s
rev6,-2m19.093001s
